,filename,discrete_pauses,actual_pauses
0,45,"['x-strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong']","[0.8800000000000003, 0.17999999999999972, 0.8499999999999996, 0.8699999999999992, 0.129999999999999, 0.11999999999999744, 0.870000000000001, 0.889999999999997, 0.8900000000000006, 0.9000000000000057, 0.09000000000000341, 0.8700000000000045, 0.9299999999999997, 0.8800000000000026, 0.8699999999999974]"
0,46,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong']","[0.10000000000000009, 0.8900000000000001, 0.15000000000000036, 0.8900000000000006, 0.9100000000000001, 0.17999999999999972, 0.879999999999999, 0.120000000000001, 0.9100000000000001, 0.8599999999999994, 0.1599999999999966]"
0,47,"['x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'x-strong']","[0.9100000000000001, 0.09000000000000075, 0.8699999999999992, 0.870000000000001, 0.0600000000000005, 0.07000000000000028, 0.05000000000000071, 0.8999999999999986, 0.0799999999999983, 0.9000000000000021, 0.14000000000000057, 0.14000000000000057, 0.12999999999999545, 0.8900000000000006, 0.9000000000000057, 0.05999999999999517, 0.0799999999999983, 0.8599999999999994, 0.060000000000002274, 0.8700000000000045, 0.04999999999999716, 0.8900000000000006, 0.060000000000002274, 0.9100000000000037, 0.9300000000000068]"
0,48,"['x-strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong']","[0.8899999999999997, 0.08000000000000007, 0.11000000000000032, 0.870000000000001, 0.049999999999998934, 0.08000000000000007, 0.9000000000000004, 0.8900000000000006, 0.06999999999999673, 0.8500000000000014, 0.10999999999999943, 0.870000000000001, 0.09000000000000341, 0.8599999999999994, 0.8900000000000006]"
0,49,"['x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong']","[0.9000000000000004, 0.13999999999999968, 0.870000000000001, 0.120000000000001, 0.11999999999999922, 0.8599999999999977, 0.870000000000001, 0.8999999999999986]"
0,51,"['strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'weak']","[0.1599999999999997, 0.8800000000000008, 0.14999999999999858, 0.879999999999999, 0.16000000000000014, 0.879999999999999, 0.8699999999999974, 0.870000000000001, 0.08999999999999986, 0.9099999999999966, 0.02999999999999403]"
0,52,"['strong', 'medium-p', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong']","[0.13999999999999968, 0.040000000000000036, 0.8600000000000003, 0.8800000000000008, 0.1399999999999988, 0.129999999999999, 0.8999999999999986, 0.9100000000000001, 0.11000000000000298, 0.06999999999999673, 0.9199999999999982, 0.8900000000000006, 0.8999999999999986, 0.8800000000000026, 0.8800000000000026, 0.8699999999999974, 0.8699999999999974, 0.9100000000000037, 0.8900000000000006, 0.0799999999999983, 0.8599999999999994, 0.8599999999999994, 0.8700000000000045, 0.8699999999999903, 0.8699999999999903, 0.9200000000000017]"
0,53,"['strong', 'strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'medium-p']","[0.14000000000000012, 0.8500000000000005, 0.09999999999999964, 0.8800000000000008, 0.15999999999999837, 0.879999999999999, 0.8999999999999986, 0.8999999999999986, 0.8699999999999974, 0.20000000000000284, 0.8800000000000026, 0.8999999999999986, 0.10999999999999943, 0.13000000000000256, 0.8900000000000006, 0.8900000000000006, 0.09999999999999432]"
0,54,"['x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.8900000000000001, 0.04999999999999982, 0.0699999999999994, 0.9000000000000004, 0.10999999999999943, 0.8599999999999994, 0.9000000000000021, 0.879999999999999, 0.11999999999999744, 0.8799999999999955, 0.1699999999999946, 0.8800000000000026, 0.8899999999999935, 0.11999999999999744, 0.8900000000000006, 0.9399999999999977, 0.060000000000002274, 0.8700000000000045, 0.12000000000000455, 0.10000000000000853, 0.09999999999999432, 0.9099999999999966, 0.04999999999999716, 0.060000000000002274, 0.10999999999999943, 0.8799999999999955, 0.06999999999999318, 0.8899999999999864]"
0,55,"['strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p']","[0.1200000000000001, 1.1899999999999995, 0.14000000000000057, 0.16000000000000014, 0.870000000000001, 0.8999999999999986, 0.9200000000000017, 0.879999999999999, 1.1099999999999994, 0.11999999999999744, 0.8500000000000014, 0.05999999999999517]"
0,56,"['x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong']","[0.8600000000000003, 0.8599999999999994, 0.11000000000000121, 0.07000000000000028, 0.8800000000000008, 0.889999999999997, 0.08999999999999986, 0.8900000000000006, 0.879999999999999, 0.8899999999999935, 0.8799999999999955, 0.060000000000002274, 0.8900000000000006, 0.8900000000000006, 0.9099999999999966, 0.17999999999999972, 0.8599999999999994]"
0,57,"['strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'weak', 'x-strong', 'x-strong', 'medium-p']","[0.16999999999999993, 0.8600000000000003, 0.879999999999999, 0.9099999999999984, 0.870000000000001, 0.8800000000000026, 0.0799999999999983, 0.17999999999999972, 0.8900000000000006, 0.058333333333333195, 0.8699999999999974, 0.12000000000000455, 0.19999999999999574, 0.8500000000000014, 0.060000000000002274, 0.8999999999999986, 0.04999999999999716, 0.9000000000000057, 0.8699999999999974, 0.060000000000002274]"
0,58,"['strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong']","[0.14000000000000012, 0.8799999999999999, 0.0600000000000005, 0.14000000000000057, 0.120000000000001, 0.879999999999999, 0.13999999999999702, 0.1700000000000017, 0.870000000000001, 0.4299999999999997, 0.9199999999999982, 0.8699999999999974]"
0,59,"['strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong']","[0.15000000000000036, 0.9100000000000001, 0.15000000000000036, 0.10999999999999943, 0.16000000000000014, 0.8900000000000006, 0.8900000000000006, 0.14000000000000057, 0.14999999999999858, 0.8699999999999974, 0.12999999999999545]"
0,60,"['x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.16000000000000014, 0.8600000000000003, 0.9100000000000001, 0.870000000000001, 0.13000000000000256, 0.879999999999999, 0.8999999999999986, 0.10999999999999943, 0.04999999999999716, 0.8900000000000006, 0.9099999999999966, 0.9099999999999966, 0.8900000000000006, 0.8699999999999974, 0.8999999999999915, 0.0799999999999983]"
0,61,"['strong', 'x-strong', 'strong', 'strong', 'x-strong', 'weak', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong']","[0.1599999999999997, 0.8700000000000001, 0.15000000000000036, 0.16000000000000014, 0.879999999999999, 0.030000000000001137, 0.879999999999999, 0.8900000000000006, 0.08999999999999986, 0.879999999999999, 0.8999999999999986, 0.9399999999999977, 0.07000000000000028, 0.8800000000000026, 0.8599999999999994, 0.17999999999999972, 0.9299999999999997, 0.04999999999999716, 0.8799999999999955]"
0,62,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'weak', 'x-strong', 'strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'weak', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'strong', 'x-strong', 'strong']","[0.1599999999999997, 0.8799999999999999, 0.14000000000000057, 0.8899999999999988, 0.8599999999999994, 0.879999999999999, 0.8800000000000026, 0.8599999999999994, 0.06999999999999673, 0.120000000000001, 0.8900000000000006, 0.03999999999999915, 0.8900000000000006, 0.10000000000000142, 0.0799999999999983, 0.9200000000000017, 0.14999999999999858, 0.8999999999999986, 0.03999999999999915, 0.8500000000000014, 0.8999999999999986, 0.13999999999999346, 0.9400000000000119, 0.060000000000002274, 0.8400000000000034, 0.1700000000000017, 0.9099999999999966, 0.14000000000000057, 0.8699999999999903, 0.10999999999999943, 0.06999999999999318, 0.09000000000000341, 0.8599999999999994, 0.12000000000000455]"
0,63,"['x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong']","[0.8699999999999999, 0.8700000000000001, 0.8600000000000012, 0.8900000000000006, 0.8900000000000006, 0.9000000000000021, 0.8999999999999986, 0.10999999999999943, 0.8900000000000006, 0.9100000000000037, 0.060000000000002274, 0.9299999999999997, 0.04999999999999716, 0.10999999999999943, 0.8800000000000026]"
0,64,"['strong', 'x-strong', 'strong', 'weak', 'medium-p', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'medium-p']","[0.05999999999999983, 0.8999999999999999, 0.05999999999999961, 0.03000000000000025, 0.049999999999998934, 0.8699999999999992, 0.11000000000000121, 0.8900000000000006, 0.870000000000001, 0.08000000000000185, 0.05000000000000071, 0.8900000000000006, 0.879999999999999, 0.21000000000000085, 0.14999999999999858, 0.8900000000000006, 0.9099999999999966, 0.060000000000002274, 0.06141935483870969, 0.05999999999999517]"
0,65,"['medium-p', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'strong']","[0.08000000000000007, 0.8899999999999997, 0.11000000000000121, 0.17999999999999972, 0.17999999999999972, 0.8299999999999983, 0.8900000000000006, 0.9100000000000001, 0.14000000000000057, 0.129999999999999, 0.8800000000000026, 0.07000000000000028, 0.8900000000000006, 0.09000000000000341, 0.13000000000000256, 0.8999999999999986, 0.9299999999999997, 0.04999999999999716, 0.8900000000000006, 0.9000000000000057, 0.20000000000000284]"
0,66,"['strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.09999999999999964, 0.8899999999999997, 0.5899999999999999, 0.8599999999999994, 0.8000000000000007, 0.8499999999999979, 0.14999999999999858, 0.8999999999999986, 0.14999999999999858, 0.8800000000000026, 0.14999999999999858, 0.8700000000000045, 0.12999999999999545, 0.8699999999999974, 0.18999999999999773, 0.9000000000000057]"
0,67,"['x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'x-strong']","[0.8899999999999997, 0.8599999999999994, 0.08999999999999986, 0.8899999999999988, 0.879999999999999, 0.8900000000000006, 0.8900000000000006, 0.11999999999999744, 0.8800000000000026, 0.1600000000000037, 0.8800000000000026, 0.07000000000000028, 0.8699999999999974, 0.8800000000000026, 0.8800000000000026, 0.8800000000000026]"
0,68,"['x-strong', 'strong', 'x-weak', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.8799999999999999, 0.870000000000001, 0.009999999999999787, 0.870000000000001, 0.9100000000000001, 0.870000000000001, 0.860000000000003, 0.8999999999999986, 0.8700000000000045, 0.10000000000000142, 0.8900000000000006, 0.8900000000000006, 0.8999999999999986, 0.04999999999999716, 0.8799999999999955, 0.8700000000000045, 0.8700000000000045, 0.8599999999999994]"
0,69,"['x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p']","[0.8900000000000001, 0.13999999999999968, 0.8800000000000008, 0.11999999999999922, 0.8800000000000008, 0.8800000000000026, 0.07000000000000028, 0.8999999999999986, 0.879999999999999, 0.8900000000000006, 0.07000000000000028, 0.8999999999999986, 0.8999999999999986, 0.8700000000000045, 0.8799999999999955, 0.8900000000000006, 0.060000000000002274]"
0,70,"['x-strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong', 'strong', 'strong', 'weak', 'x-strong', 'strong', 'weak', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'x-strong']","[0.8799999999999999, 0.05999999999999961, 0.07000000000000028, 0.8599999999999994, 0.8900000000000006, 0.16999999999999993, 0.08999999999999986, 0.03999999999999915, 0.8800000000000026, 0.14000000000000057, 0.030000000000001137, 0.9100000000000001, 0.08000000000000185, 0.12000000000000455, 0.8299999999999983, 0.07000000000000028, 0.8999999999999986, 0.10000000000000142, 0.9099999999999966, 0.9299999999999997]"
0,71,"['weak', 'x-strong', 'weak', 'x-strong', 'weak', 'weak', 'x-strong', 'weak', 'x-strong', 'weak', 'x-strong', 'weak', 'weak', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'weak', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'medium-p', 'medium-p', 'medium-p', 'medium-p', 'medium-p', 'x-strong', 'weak']","[0.08999999999999986, 0.8699999999999997, 0.10000000000000053, 0.8700000000000001, 0.040000000000000924, 0.07000000000000028, 0.879999999999999, 0.07000000000000028, 0.8800000000000026, 0.07000000000000028, 0.9199999999999982, 0.10999999999999943, 0.08999999999999986, 0.9000000000000021, 0.9100000000000037, 0.9299999999999997, 0.8699999999999974, 0.9100000000000037, 0.0899999999999963, 0.8799999999999955, 0.9299999999999997, 0.8800000000000026, 0.1700000000000017, 0.8900000000000006, 0.14202702702702708, 0.14202702702702708, 0.14202702702702708, 0.14202702702702708, 0.14202702702702708, 0.14202702702702708, 0.9299999999999926, 0.12000000000000455]"
0,72,"['x-strong', 'strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'medium-p']","[0.8900000000000006, 0.8699999999999992, 0.8699999999999992, 0.0799999999999983, 0.9200000000000017, 0.8800000000000026, 0.870000000000001, 0.8599999999999994, 0.8799999999999955, 0.9099999999999966, 0.8599999999999994, 0.8700000000000045, 0.04999999999999716, 0.8599999999999994, 0.9299999999999997, 0.10000000000000142, 0.10000000000000142]"
0,73,"['x-strong', 'medium-p', 'medium-p', 'medium-p', 'x-strong', 'x-strong', 'strong', 'medium-p', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong']","[0.9099999999999997, 0.04999999999999982, 0.04999999999999982, 0.04999999999999982, 0.9000000000000004, 0.8900000000000006, 0.08999999999999986, 0.07000000000000028, 0.07000000000000028, 0.8699999999999974, 0.1999999999999993, 0.8900000000000006, 0.15000000000000568, 0.1700000000000017, 0.9200000000000017, 0.17999999999999972, 0.8599999999999994, 0.8699999999999974, 0.14999999999999858, 0.8599999999999994, 0.8699999999999974]"
0,74,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'weak', 'medium-p', 'medium-p']","[0.8500000000000001, 0.8500000000000014, 0.8399999999999999, 0.8900000000000006, 0.9100000000000001, 0.07000000000000028, 0.05999999999999872, 0.879999999999999, 0.8500000000000014, 0.8699999999999974, 0.10000000000000142, 0.05999999999999517, 0.8699999999999974, 0.03999999999999915, 0.07000000000000028, 0.04999999999999716]"
0,75,"['x-strong', 'strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'weak']","[0.8800000000000008, 0.09999999999999964, 0.07000000000000028, 0.1399999999999988, 0.8900000000000006, 0.8900000000000006, 0.08000000000000185, 0.10000000000000142, 0.8800000000000026, 0.9100000000000001, 0.09999999999999787, 0.8999999999999986, 0.8799999999999955, 0.05671755725190836]"
0,76,"['x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong']","[0.8899999999999997, 0.11999999999999922, 0.8899999999999988, 0.14000000000000057, 0.9100000000000001, 0.05999999999999872, 0.889999999999997, 0.9099999999999966, 0.10999999999999943, 0.8800000000000026, 0.07000000000000028, 0.8999999999999986, 0.8799999999999955, 0.9100000000000037, 0.05999999999999517, 0.8699999999999974, 0.8900000000000006, 0.12999999999999545]"
0,77,"['medium-p', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong']","[0.10000000000000009, 0.8599999999999994, 0.8699999999999992, 0.879999999999999, 0.11999999999999744, 0.9100000000000001, 0.8999999999999986, 0.14999999999999858, 0.8999999999999986, 0.8900000000000006]"
